articlePath,url,title,section,articleType,articleLength,currentMainImage,currentInlineImages,imageSourceType,imageUsageCount,exactDuplicateUsageCount,perceptualDuplicateGroup,semanticTopic,semanticImageDescription,semanticMatchScore,misleadingRisk,needsReplacement,needsInlineImage,recommendedImageConcept,recommendedAction,beforeMainImage,beforeSemanticMatchScore,imageChanged,fileHash
knowledge/teak-buying-guide.html,https://www.zhengmu.cn/knowledge/teak-buying-guide.html,选购避坑,knowledge,C_SELECTION_JUDGMENT,322,assets/images/article-teak-buying-inspection.jpg,,generated_editorial_v134,3,3,NONE,buying-inspection,柚木板材样本、卡尺和空白记录本的选购检查示意,4,NONE,false,false,buying-inspection,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,ef7b431efb67e4a59194adf1ce5ca54c2c84af78bb770ec4c47c6f8bade9fbea
knowledge/teak-care.html,https://www.zhengmu.cn/knowledge/teak-care.html,保养维护,knowledge,D_USE_AND_CARE,297,assets/images/knowledge-teak-maintenance.jpg,,existing_site_asset,3,3,NONE,maintenance-cleaning,柚木表面的清洁与维护参考,4,NONE,false,false,maintenance-cleaning,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,2a1e219ffb523468930c4937009de51d7d24502f3979b5d458d5ba0f4ae63fdb
knowledge/teak-faq.html,https://www.zhengmu.cn/knowledge/teak-faq.html,常见问答,knowledge,A_MATERIAL_KNOWLEDGE,295,assets/images/article-teak-authenticity-comparison.jpg,,generated_editorial_v134,3,3,NONE,authenticity-comparison,不同木材表面与端面并排观察的初步识别示意,4,NONE,false,false,authenticity-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,55484eec311967ed7650c5ac37b6cd9827014108f75fca2693a7cf21d22c0dc8
knowledge/teak-material-craft.html,https://www.zhengmu.cn/knowledge/teak-material-craft.html,材质与工艺,knowledge,B_CRAFT,315,assets/images/article-teak-joinery-craft.jpg,,generated_editorial_v133,3,3,NONE,craft-joinery,柚木榫卯结构与表面工艺观察示意,4,NONE,false,false,craft-joinery,KEEP_VALIDATED_FINAL,assets/images/article-teak-joinery-craft.jpg,2,false,42a667e8e76840cb96c4a8f56ac6f1d3233b7718321c8fd90e3badc2c731db87
knowledge/teak-space-use.html,https://www.zhengmu.cn/knowledge/teak-space-use.html,空间应用,knowledge,F_SPACE_AESTHETICS,297,assets/images/article-teak-woodwork-material-check.jpg,,generated_editorial_v134,3,3,NONE,woodwork-material-check,板材样本、五金与收口节点的整体木作检查示意,4,NONE,false,false,woodwork-material-check,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,d9a9b8e37cb2e8c93a20bb1fc826fc5b5c7f19b0a7452d17da556a2c723078f4
knowledge/topics/avoid-cracking-warping.html,https://www.zhengmu.cn/knowledge/topics/avoid-cracking-warping.html,如何降低柚木家具开裂与变形风险,knowledge,D_USE_AND_CARE,369,assets/images/article-teak-stability-inspection.jpg,,generated_editorial_v134,2,2,NONE,material-stability,木板端面、含水率检测和细微形变观察的稳定性示意,4,NONE,false,false,material-stability,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,cf7a384548ed7372d8f74709dec73f80057766604deebb74442b83477b09c053
knowledge/topics/before-buying-teak-basics.html,https://www.zhengmu.cn/knowledge/topics/before-buying-teak-basics.html,买柚木前应该先弄懂哪些基本问题,knowledge,C_SELECTION_JUDGMENT,523,assets/images/article-teak-buying-inspection.jpg,,generated_editorial_v134,3,3,NONE,buying-inspection,柚木板材样本、卡尺和空白记录本的选购检查示意,4,NONE,false,false,buying-inspection,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,ef7b431efb67e4a59194adf1ce5ca54c2c84af78bb770ec4c47c6f8bade9fbea
knowledge/topics/brand-or-factory.html,https://www.zhengmu.cn/knowledge/topics/brand-or-factory.html,柚木产品选品牌还是选工厂？,knowledge,C_SELECTION_JUDGMENT,1565,assets/images/article-teak-vendor-evaluation.jpg,,generated_editorial_v134,3,3,NONE,vendor-evaluation,木作样板、接合细节和空白核对清单的服务方评估示意,4,NONE,false,false,vendor-evaluation,KEEP_VALIDATED_FINAL,assets/images/article-teak-joinery-craft.jpg,2,true,6941a06d2545df0d7e1350aa728c207610ed1e98b3a8620616b1d5abab52105b
knowledge/topics/clear-teak-description.html,https://www.zhengmu.cn/knowledge/topics/clear-teak-description.html,怎么看柚木是不是表达清楚,knowledge,A_MATERIAL_KNOWLEDGE,503,assets/images/knowledge-teak-grain.jpg,,existing_site_asset,3,3,NONE,material-comparison,不同木材纹理与端面特征的比较示意,4,NONE,false,false,material-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,e8e1936443775e30befef31b247b9228e99701d68b427c65910456f19dd8862f
knowledge/topics/flooring-fit-space.html,https://www.zhengmu.cn/knowledge/topics/flooring-fit-space.html,柚木地板怎么选？先看空间和使用方式,knowledge,F_SPACE_AESTHETICS,1603,assets/images/article-teak-flooring-space-selection.jpg,,generated_editorial_v134,3,3,NONE,flooring-space-selection,自然光下结合空间材料比较木地板样板的选材示意,4,NONE,false,false,flooring-space-selection,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,eae2adc25a3e30fc04f24f3a56e9851a75abada72db1d520350e4f036fb8cb93
knowledge/topics/flooring-vs-furniture-craft.html,https://www.zhengmu.cn/knowledge/topics/flooring-vs-furniture-craft.html,柚木地板和柚木家具的工艺差异,knowledge,B_CRAFT,495,assets/images/article-teak-flooring-installation.jpg,,generated_editorial_v134,3,3,NONE,flooring-installation,地板样板、基层剖面和测量工具的安装前检查示意,4,NONE,false,false,flooring-installation,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,ce4b18ef710de5dd69a9a6bc880761b4f58c5efd284124793e3769b60139dda0
knowledge/topics/is-teak-always-expensive.html,https://www.zhengmu.cn/knowledge/topics/is-teak-always-expensive.html,柚木一定贵吗,knowledge,E_FURNITURE_OBJECTS,468,assets/images/article-teak-value-comparison.jpg,,generated_editorial_v134,3,3,NONE,selection-value-comparison,不同规格与纹理木材样本并排比较的价值判断示意,4,NONE,false,false,selection-value-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,2,true,1ec891b132a0bc28e54f40c46ce65989af2ae9e0f90bb25d31c5eba84af6443e
knowledge/topics/not-only-color-photo.html,https://www.zhengmu.cn/knowledge/topics/not-only-color-photo.html,为什么不能只看颜色和图片,knowledge,A_MATERIAL_KNOWLEDGE,494,assets/images/article-teak-authenticity-comparison.jpg,,generated_editorial_v134,3,3,NONE,authenticity-comparison,不同木材表面与端面并排观察的初步识别示意,4,NONE,false,false,authenticity-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,55484eec311967ed7650c5ac37b6cd9827014108f75fca2693a7cf21d22c0dc8
knowledge/topics/outdoor-teak-judgement.html,https://www.zhengmu.cn/knowledge/topics/outdoor-teak-judgement.html,户外使用柚木要判断什么,knowledge,C_SELECTION_JUDGMENT,485,assets/images/article-teak-outdoor-seating-selection.jpg,,generated_editorial_v134,3,3,NONE,outdoor-seating,庭院中木质长椅与座椅的户外使用示意,4,NONE,false,false,outdoor-seating,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,2,true,62fa8ad5da472fe039fabaa93f013ac8cca1041d152ef9b373e893f94f54c1a7
knowledge/topics/outdoor-teak-maintenance.html,https://www.zhengmu.cn/knowledge/topics/outdoor-teak-maintenance.html,柚木户外使用怎么维护,knowledge,D_USE_AND_CARE,431,assets/images/article-teak-outdoor-care.jpg,,generated_editorial_v133,3,3,NONE,outdoor-care,雨后户外木质座椅与日常维护工具示意,4,NONE,false,false,outdoor-care,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,false,d6da9157e2bf11a5fdd7fceec9dafe4d657a49601fd6aee659d56211ca3808ad
knowledge/topics/questions-before-vendor.html,https://www.zhengmu.cn/knowledge/topics/questions-before-vendor.html,选择柚木品牌或服务方前要确认什么,knowledge,C_SELECTION_JUDGMENT,526,assets/images/article-teak-vendor-evaluation.jpg,,generated_editorial_v134,3,3,NONE,vendor-evaluation,木作样板、接合细节和空白核对清单的服务方评估示意,4,NONE,false,false,vendor-evaluation,KEEP_VALIDATED_FINAL,assets/images/article-teak-joinery-craft.jpg,2,true,6941a06d2545df0d7e1350aa728c207610ed1e98b3a8620616b1d5abab52105b
knowledge/topics/tea-room-teak-space.html,https://www.zhengmu.cn/knowledge/topics/tea-room-teak-space.html,茶空间里的柚木关系,knowledge,F_SPACE_AESTHETICS,463,assets/images/article-teak-tea-room-materials.jpg,,generated_editorial_v134,3,3,NONE,tea-room-materials,茶桌、坐席与木质材料关系的茶空间参考示意,4,NONE,false,false,tea-room-materials,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,77fb93aff60cf4c2b1a916446366fed8490fbc665a19469ac6a4f437c71b24bd
knowledge/topics/teak-aging-color.html,https://www.zhengmu.cn/knowledge/topics/teak-aging-color.html,柚木变色是不是问题,knowledge,D_USE_AND_CARE,502,assets/images/article-teak-aging-tones.jpg,,generated_editorial_v133,3,3,NONE,color-aging,不同色调柚木表面用于观察颜色变化的示意,4,NONE,false,false,color-aging,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,false,ca432a5df827389924e3677f31ecb0c200f43497cbadd6dd190ade30aada471a
knowledge/topics/teak-authenticity-basic.html,https://www.zhengmu.cn/knowledge/topics/teak-authenticity-basic.html,真假柚木怎么初步判断,knowledge,C_SELECTION_JUDGMENT,922,assets/images/article-teak-authenticity-comparison.jpg,,generated_editorial_v134,3,3,NONE,authenticity-comparison,不同木材表面与端面并排观察的初步识别示意,4,NONE,false,false,authenticity-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,55484eec311967ed7650c5ac37b6cd9827014108f75fca2693a7cf21d22c0dc8
knowledge/topics/teak-bathroom-balcony.html,https://www.zhengmu.cn/knowledge/topics/teak-bathroom-balcony.html,柚木可以用在卫生间或阳台吗,knowledge,F_SPACE_AESTHETICS,477,assets/images/article-teak-flooring-sun-moisture.jpg,,generated_editorial_v134,3,3,NONE,flooring-sun-moisture,靠近自然光与湿区边界的木地板材料状态示意,4,NONE,false,false,flooring-sun-moisture,KEEP_VALIDATED_FINAL,assets/images/article-teak-outdoor-care.jpg,3,true,5f0ab50229c794a738bc258b07e72378f895d0ab2ed45a0a7c457c6fdb3f9678
knowledge/topics/teak-buying-pitfalls.html,https://www.zhengmu.cn/knowledge/topics/teak-buying-pitfalls.html,买柚木最容易踩的坑,knowledge,C_SELECTION_JUDGMENT,932,assets/images/article-teak-buying-inspection.jpg,,generated_editorial_v134,3,3,NONE,buying-inspection,柚木板材样本、卡尺和空白记录本的选购检查示意,4,NONE,false,false,buying-inspection,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,ef7b431efb67e4a59194adf1ce5ca54c2c84af78bb770ec4c47c6f8bade9fbea
knowledge/topics/teak-color-change.html,https://www.zhengmu.cn/knowledge/topics/teak-color-change.html,柚木表面颜色变化是否正常,knowledge,B_CRAFT,584,assets/images/article-teak-aging-tones.jpg,,generated_editorial_v133,3,3,NONE,color-aging,不同色调柚木表面用于观察颜色变化的示意,4,NONE,false,false,color-aging,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,false,ca432a5df827389924e3677f31ecb0c200f43497cbadd6dd190ade30aada471a
knowledge/topics/teak-daily-cleaning.html,https://www.zhengmu.cn/knowledge/topics/teak-daily-cleaning.html,柚木日常怎么保养？,knowledge,D_USE_AND_CARE,1223,assets/images/knowledge-teak-maintenance.jpg,,existing_site_asset,3,3,NONE,maintenance-cleaning,柚木表面的清洁与维护参考,4,NONE,false,false,maintenance-cleaning,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,2a1e219ffb523468930c4937009de51d7d24502f3979b5d458d5ba0f4ae63fdb
knowledge/topics/teak-drying-process.html,https://www.zhengmu.cn/knowledge/topics/teak-drying-process.html,干燥处理为什么重要,knowledge,B_CRAFT,485,assets/images/article-teak-drying-process.jpg,,generated_editorial_v134,1,1,NONE,craft-drying,留有通风间隔的木板堆与含水率检测过程示意,4,NONE,false,false,craft-drying,KEEP_VALIDATED_FINAL,assets/images/article-teak-joinery-craft.jpg,3,true,9aa1e7998481deb812f5b016e515aa7c0fe1cc8d4c9c662ee471a824a7ae6a1d
knowledge/topics/teak-flooring-daily-care.html,https://www.zhengmu.cn/knowledge/topics/teak-flooring-daily-care.html,柚木地板日常使用注意事项,knowledge,D_USE_AND_CARE,518,assets/images/article-teak-flooring-wear-care.jpg,,generated_editorial_v134,3,3,NONE,flooring-wear-care,不同使用状态的木地板表面与软布养护示意,4,NONE,false,false,flooring-wear-care,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,true,144e925f8d2cbf24af6975d51710348d9872bde880baf5057aae31f9963ac7dd
knowledge/topics/teak-home-spaces.html,https://www.zhengmu.cn/knowledge/topics/teak-home-spaces.html,柚木在家居空间中的尺度与搭配,knowledge,F_SPACE_AESTHETICS,482,assets/images/article-teak-living-study.jpg,,generated_editorial_v134,3,3,NONE,living-study-space,客厅与书房过渡区域中的木质家具尺度示意,4,NONE,false,false,living-study-space,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,8a7332e5d66e8a2b62ec9b7015a41808e8cfb81839169b81681eee54da0c2b2a
knowledge/topics/teak-joinery-surface.html,https://www.zhengmu.cn/knowledge/topics/teak-joinery-surface.html,拼接、结构和表面处理怎么看,knowledge,B_CRAFT,496,assets/images/article-teak-joinery-craft.jpg,,generated_editorial_v133,3,3,NONE,craft-joinery,柚木榫卯结构与表面工艺观察示意,4,NONE,false,false,craft-joinery,KEEP_VALIDATED_FINAL,assets/images/article-teak-joinery-craft.jpg,3,false,42a667e8e76840cb96c4a8f56ac6f1d3233b7718321c8fd90e3badc2c731db87
knowledge/topics/teak-kids-pets-home.html,https://www.zhengmu.cn/knowledge/topics/teak-kids-pets-home.html,柚木适合有孩子和宠物的家庭吗,knowledge,A_MATERIAL_KNOWLEDGE,479,assets/images/article-teak-family-bedroom.jpg,,generated_editorial_v134,3,3,NONE,family-bedroom,自然光卧室中的木质家具与家庭日常使用示意,4,NONE,false,false,family-bedroom,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,be7470d6a4868ca06b1470b5866502c8f7c1ed1f9c8b4010204cd0e2cfc5562e
knowledge/topics/teak-oil-stability.html,https://www.zhengmu.cn/knowledge/topics/teak-oil-stability.html,柚木含油性与稳定性怎么理解,knowledge,D_USE_AND_CARE,499,assets/images/article-teak-stability-inspection.jpg,,generated_editorial_v134,2,2,NONE,material-stability,木板端面、含水率检测和细微形变观察的稳定性示意,4,NONE,false,false,material-stability,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,2,true,cf7a384548ed7372d8f74709dec73f80057766604deebb74442b83477b09c053
knowledge/topics/teak-origin-basic.html,https://www.zhengmu.cn/knowledge/topics/teak-origin-basic.html,柚木常见产地与基础认知,knowledge,A_MATERIAL_KNOWLEDGE,1100,assets/images/article-teak-origin-botanical.jpg,,generated_editorial_v134,1,1,NONE,material-origin,柚木叶片、树皮与板材样本组成的树种来源认知示意,4,NONE,false,false,material-origin,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,e2e3bfa72e914d5bcf06fadad9e5b2b012da8b9129013120c63b444fa9e2b89f
knowledge/topics/teak-price-difference.html,https://www.zhengmu.cn/knowledge/topics/teak-price-difference.html,同样叫柚木，报价为什么会差很多？,knowledge,C_SELECTION_JUDGMENT,930,assets/images/article-teak-value-comparison.jpg,,generated_editorial_v134,3,3,NONE,selection-value-comparison,不同规格与纹理木材样本并排比较的价值判断示意,4,NONE,false,false,selection-value-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,1ec891b132a0bc28e54f40c46ce65989af2ae9e0f90bb25d31c5eba84af6443e
knowledge/topics/teak-vs-common-wood-basic.html,https://www.zhengmu.cn/knowledge/topics/teak-vs-common-wood-basic.html,柚木和普通木材有什么不同,knowledge,A_MATERIAL_KNOWLEDGE,516,assets/images/knowledge-teak-grain.jpg,,existing_site_asset,3,3,NONE,material-comparison,不同木材纹理与端面特征的比较示意,4,NONE,false,false,material-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,e8e1936443775e30befef31b247b9228e99701d68b427c65910456f19dd8862f
knowledge/topics/teak-vs-walnut.html,https://www.zhengmu.cn/knowledge/topics/teak-vs-walnut.html,柚木和黑胡桃木怎么选,knowledge,C_SELECTION_JUDGMENT,464,assets/images/article-teak-value-comparison.jpg,,generated_editorial_v134,3,3,NONE,selection-value-comparison,不同规格与纹理木材样本并排比较的价值判断示意,4,NONE,false,false,selection-value-comparison,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,true,1ec891b132a0bc28e54f40c46ce65989af2ae9e0f90bb25d31c5eba84af6443e
knowledge/topics/what-is-teak.html,https://www.zhengmu.cn/knowledge/topics/what-is-teak.html,什么是柚木？,knowledge,A_MATERIAL_KNOWLEDGE,907,assets/images/article-teak-material-study.jpg,,generated_editorial_v133,3,3,NONE,material-basics,柚木板材、木纹与叶片的材料观察示意,4,NONE,false,false,material-basics,KEEP_VALIDATED_FINAL,assets/images/article-teak-material-study.jpg,3,false,262128f8034444b108475f9e1e2f8e2ccea5adbee9caadb394202dba02784316
knowledge/topics/whole-decoration-fit-home.html,https://www.zhengmu.cn/knowledge/topics/whole-decoration-fit-home.html,柚木整体木作的空间分寸,knowledge,F_SPACE_AESTHETICS,474,assets/images/hero-teak-lifestyle.jpg,,existing_site_asset,3,3,NONE,whole-interior,木质家具与自然光室内空间参考,3,NONE,false,false,whole-interior,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,false,d47ba98d42500365d49870fe7d20b18339b2ffad737bf0bdbcec69318cb1f6fa
knowledge/topics/why-teak-for-home.html,https://www.zhengmu.cn/knowledge/topics/why-teak-for-home.html,柚木为什么适合家居空间,knowledge,F_SPACE_AESTHETICS,518,assets/images/article-teak-family-bedroom.jpg,,generated_editorial_v134,3,3,NONE,family-bedroom,自然光卧室中的木质家具与家庭日常使用示意,4,NONE,false,false,family-bedroom,KEEP_VALIDATED_FINAL,assets/images/hero-teak-lifestyle.jpg,3,true,be7470d6a4868ca06b1470b5866502c8f7c1ed1f9c8b4010204cd0e2cfc5562e
solutions/flooring.html,https://www.zhengmu.cn/solutions/flooring.html,柚木地板的空间关系,solutions,F_SPACE_AESTHETICS,373,assets/images/vendor-showroom-sample.jpg,,existing_neutral_brand_context,3,3,NONE,flooring-and-brand-context,中性展厅与材料陈列环境示意,3,NONE,false,false,flooring-and-brand-context,KEEP_VALIDATED_FINAL,assets/images/vendor-showroom-sample.jpg,3,false,07ef9ddb697879fe23620cd5d4efaddd94e23b2c6ea710310bfb5219b8080a7e
solutions/furniture.html,https://www.zhengmu.cn/solutions/furniture.html,柚木家具的空间尺度,solutions,F_SPACE_AESTHETICS,321,assets/images/article-teak-furniture-material-mix.jpg,,generated_editorial_v134,3,3,NONE,furniture-material-mix,不同木色家具样板与织物并置的空间搭配示意,4,NONE,false,false,furniture-material-mix,KEEP_VALIDATED_FINAL,assets/images/product-teak-table.jpg,3,true,d14a5c0bd5f97c1c593c2ec179b6d7b176a64f367ab918a33dae013df82514db
solutions/goods/aged-teak-flooring.html,https://www.zhengmu.cn/solutions/goods/aged-teak-flooring.html,使用多年后的柚木地板,solutions,E_FURNITURE_OBJECTS,847,assets/images/article-teak-flooring-wear-care.jpg,,generated_editorial_v134,3,3,NONE,flooring-wear-care,不同使用状态的木地板表面与软布养护示意,4,NONE,false,false,flooring-wear-care,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,2,true,144e925f8d2cbf24af6975d51710348d9872bde880baf5057aae31f9963ac7dd
solutions/goods/aged-teak-timber.html,https://www.zhengmu.cn/solutions/goods/aged-teak-timber.html,年代柚木木料的再判断,solutions,C_SELECTION_JUDGMENT,557,assets/images/article-teak-aging-tones.jpg,,generated_editorial_v133,3,3,NONE,color-aging,不同色调柚木表面用于观察颜色变化的示意,4,NONE,false,false,color-aging,KEEP_VALIDATED_FINAL,assets/images/article-teak-aging-tones.jpg,3,false,ca432a5df827389924e3677f31ecb0c200f43497cbadd6dd190ade30aada471a
solutions/goods/hotel-teak-floor.html,https://www.zhengmu.cn/solutions/goods/hotel-teak-floor.html,酒店空间里的柚木地板,solutions,F_SPACE_AESTHETICS,546,assets/images/article-teak-flooring-space-selection.jpg,,generated_editorial_v134,3,3,NONE,flooring-space-selection,自然光下结合空间材料比较木地板样板的选材示意,4,NONE,false,false,flooring-space-selection,KEEP_VALIDATED_FINAL,assets/images/article-teak-flooring-selection.jpg,3,true,eae2adc25a3e30fc04f24f3a56e9851a75abada72db1d520350e4f036fb8cb93
solutions/goods/old-teak-carving.html,https://www.zhengmu.cn/solutions/goods/old-teak-carving.html,老柚木雕刻的克制摆放,solutions,E_FURNITURE_OBJECTS,508,assets/images/article-teak-small-object-details.jpg,,generated_editorial_v134,3,3,NONE,small-object-details,木质香插、雕刻小件与音箱外壳细节示意,4,NONE,false,false,small-object-details,KEEP_VALIDATED_FINAL,assets/images/article-teak-small-objects.jpg,3,true,ba3fc7c33fa2bc95d02a8a2c051d1705211459243196f6811f768735cd6877e7
solutions/goods/old-teak-door.html,https://www.zhengmu.cn/solutions/goods/old-teak-door.html,老柚木门的时间层次,solutions,A_MATERIAL_KNOWLEDGE,906,assets/images/article-teak-reclaimed-openings.jpg,,generated_editorial_v134,3,3,NONE,reclaimed-openings,旧木门窗构件与再利用木料的纹理细节示意,4,NONE,false,false,reclaimed-openings,KEEP_VALIDATED_FINAL,assets/images/product-teak-cabinet.jpg,2,true,f4fb0149f2b60e8cd7f9a8d0d0ef0a0ad24ddf553e522660c1ff6c261551c5e8
