"path","title","pageType","heroImage","firstInlineImage","contentImageCount","imageCoverageBefore","weakReason","needsMainImage","needsInlineImage","plannedTheme","plannedAsset","sourceStrategy","plannedAction"
"knowledge/teak-care.html","保养维护","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/teak-faq.html","常见问答","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/teak-material-craft.html","材质与工艺","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/teak-space-use.html","空间应用","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/avoid-cracking-warping.html","如何降低柚木家具开裂与变形风险","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/before-buying-teak-basics.html","买柚木前应该先弄懂哪些基本问题","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/brand-or-factory.html","柚木产品选品牌还是选工厂？","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/clear-teak-description.html","怎么看柚木是不是表达清楚","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/flooring-fit-space.html","柚木地板怎么选？先看空间和使用方式","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/flooring-vs-furniture-craft.html","柚木地板和柚木家具的工艺差异","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/is-teak-always-expensive.html","柚木一定贵吗","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/not-only-color-photo.html","为什么不能只看颜色和图片","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/outdoor-teak-judgement.html","户外使用柚木要判断什么","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/outdoor-teak-maintenance.html","柚木户外使用怎么维护","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/questions-before-vendor.html","选择柚木品牌或服务方前要确认什么","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/tea-room-teak-space.html","茶空间里的柚木关系","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"knowledge/topics/teak-aging-color.html","柚木变色是不是问题","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-authenticity-basic.html","真假柚木怎么初步判断","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-bathroom-balcony.html","柚木可以用在卫生间或阳台吗","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-buying-pitfalls.html","买柚木最容易踩的坑","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-color-change.html","柚木表面颜色变化是否正常","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-daily-cleaning.html","柚木日常怎么保养？","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-drying-process.html","干燥处理为什么重要","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-flooring-daily-care.html","柚木地板日常使用注意事项","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-home-spaces.html","柚木在家居空间中的尺度与搭配","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"knowledge/topics/teak-joinery-surface.html","拼接、结构和表面处理怎么看","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","joinery-craft","assets/images/article-teak-joinery-craft.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-kids-pets-home.html","柚木适合有孩子和宠物的家庭吗","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-oil-stability.html","柚木含油性与稳定性怎么理解","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-origin-basic.html","柚木常见产地与基础认知","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-price-difference.html","同样叫柚木，报价为什么会差很多？","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-vs-common-wood-basic.html","柚木和普通木材有什么不同","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/teak-vs-walnut.html","柚木和黑胡桃木怎么选","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/what-is-teak.html","什么是柚木？","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"knowledge/topics/whole-decoration-fit-home.html","柚木整体木作的空间分寸","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"knowledge/topics/why-teak-for-home.html","柚木为什么适合家居空间","A_KNOWLEDGE_ARTICLE","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/flooring.html","柚木地板的空间关系","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","KEEP_EXISTING_VISUAL"
"solutions/furniture.html","柚木家具的空间尺度","B_AESTHETICS_SPACE","CSS_BACKGROUND_PRESENT","NONE","0","MAIN_VISUAL_PRESENT","NONE","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","KEEP_EXISTING_VISUAL"
"solutions/goods/aged-teak-flooring.html","使用多年后的柚木地板","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/aged-teak-timber.html","年代柚木木料的再判断","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/hotel-teak-floor.html","酒店空间里的柚木地板","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/old-teak-carving.html","老柚木雕刻的克制摆放","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/old-teak-door.html","老柚木门的时间层次","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","cabinet-woodwork","assets/images/product-teak-cabinet.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/old-teak-window.html","老柚木窗的光影边界","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","cabinet-woodwork","assets/images/product-teak-cabinet.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/reclaimed-boat-teak.html","老船木柚木的再利用","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","material-study","assets/images/article-teak-material-study.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/reclaimed-teak-flooring.html","老柚木再生地板","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/seaside-teak-floor.html","海边住宅里的柚木地板","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/sunroom-teak-floor.html","阳光房里的柚木地板","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-bedroom.html","卧室里使用柚木要轻一点","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-bench.html","柚木长凳的留白价值","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","seating","assets/images/product-teak-chair.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-bookcase.html","柚木书柜里的长期陪伴感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","cabinet-woodwork","assets/images/product-teak-cabinet.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-dining-table.html","一张能用很久的柚木餐桌","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-garden-dining.html","花园里的柚木餐桌","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-incense-holder.html","柚木香插的留白","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-living-room.html","柚木会客厅的温和秩序","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-lounge-chair.html","柚木休闲椅的松弛感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","seating","assets/images/product-teak-chair.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-outdoor-bench.html","户外柚木长椅的耐心","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-patio-furniture.html","露台柚木家具的日常感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-pen.html","一支柚木笔的手感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-phone-stand.html","柚木手机架的小秩序","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-pool-deck.html","泳池边的柚木平台","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-speaker.html","柚木音箱外壳的温度","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-study-room.html","柚木书房的安定感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-tea-table.html","柚木茶桌的安静分寸","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","table-space","assets/images/product-teak-table.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-tray.html","柚木托盘的日常承托","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","small-objects","assets/images/article-teak-small-objects.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-villa-woodwork.html","别墅柚木木作的整体感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","interior-space","assets/images/hero-teak-lifestyle.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-wall-panel.html","柚木护墙板的克制用法","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","cabinet-woodwork","assets/images/product-teak-cabinet.jpg","REUSE_VERIFIED_EXISTING_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/goods/teak-yacht-deck.html","游艇柚木甲板的脚下质感","C_LIFESTYLE_USE","CSS_BACKGROUND_PRESENT","NONE","0","WEAK_OR_GENERIC","GENERIC_SHARED_HERO_NEEDS_TOPIC_MAPPING","false","false","outdoor-care","assets/images/article-teak-outdoor-care.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","REFINE_HERO_ASSET_BY_TOPIC"
"solutions/guides/flooring-before-install.html","柚木地板安装前要确认什么","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","flooring","assets/images/article-teak-flooring-selection.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
"solutions/guides/flooring-care-guide.html","柚木地板日常维护建议","E_FUNCTIONAL_EXPLAINER","NONE","NONE","0","NO_CONTENT_IMAGE","NONE","true","false","aging-care","assets/images/article-teak-aging-tones.jpg","NEW_NEUTRAL_EDITORIAL_ASSET","ADD_ACCESSIBLE_ARTICLE_COVER"
